-3.078000e+03 4.716714e-26
-2.997000e+03 5.241551e-25
-2.916000e+03 2.598309e-23
-2.835000e+03 3.628259e-22
-2.754000e+03 1.269900e-21
-2.673000e+03 1.111403e-21
-2.592000e+03 2.432890e-22
-2.511000e+03 1.835077e-23
-2.430000e+03 1.746203e-22
-2.349000e+03 1.992602e-20
-2.268000e+03 8.639475e-17
-2.187000e+03 1.172358e-13
-2.106000e+03 4.760256e-11
-2.025000e+03 6.488753e-09
-1.944000e+03 3.152498e-07
-1.863000e+03 5.504208e-06
-1.782000e+03 3.686861e-05
-1.701000e+03 1.130970e-04
-1.620000e+03 2.101446e-04
-1.539000e+03 3.233229e-04
-1.458000e+03 5.143423e-04
-1.377000e+03 9.414282e-04
-1.296000e+03 2.391510e-03
-1.215000e+03 8.085065e-03
-1.134000e+03 1.593806e-02
-1.053000e+03 1.593040e-02
-9.720000e+02 1.502752e-02
-8.910000e+02 2.163229e-02
-8.100000e+02 3.668597e-02
-7.290000e+02 5.220365e-02
-6.480000e+02 5.291756e-02
-5.670000e+02 4.407962e-02
-4.860000e+02 3.844627e-02
-4.050000e+02 3.467768e-02
-3.240000e+02 3.187214e-02
-2.430000e+02 3.014364e-02
-1.620000e+02 2.941994e-02
-8.100000e+01 3.061969e-02
0.000000e+00 3.374809e-02
8.100000e+01 3.270008e-02
1.620000e+02 2.998719e-02
2.430000e+02 2.994258e-02
3.240000e+02 3.186804e-02
4.050000e+02 3.538341e-02
4.860000e+02 4.001103e-02
5.670000e+02 4.934672e-02
6.480000e+02 6.964380e-02
7.290000e+02 7.332814e-02
8.100000e+02 4.452723e-02
8.910000e+02 2.507609e-02
9.720000e+02 1.495618e-02
1.053000e+03 7.298373e-03
1.134000e+03 4.966447e-03
1.215000e+03 4.640459e-03
1.296000e+03 4.457362e-03
1.377000e+03 3.558314e-03
1.458000e+03 1.776243e-03
1.539000e+03 4.521650e-04
1.620000e+03 7.910904e-05
1.701000e+03 2.550634e-05
1.782000e+03 9.327746e-06
1.863000e+03 1.915373e-06
1.944000e+03 1.531111e-07
2.025000e+03 3.985189e-09
2.106000e+03 3.291856e-11
2.187000e+03 8.763098e-14
2.268000e+03 7.663180e-17
2.349000e+03 4.621097e-20
2.430000e+03 7.295031e-21
2.511000e+03 5.936633e-21
2.592000e+03 1.543817e-21
2.673000e+03 4.155744e-22
2.754000e+03 3.134576e-21
2.835000e+03 8.659822e-21
2.916000e+03 2.940578e-20
2.997000e+03 5.690145e-19
3.078000e+03 3.404669e-18
